participant_id,ROI_01,ROI_02,ROI_03,ROI_04,ROI_05,ROI_06,ROI_07,ROI_08,ROI_09,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20
S0681,6340.680878430189,6578.704672029792,5898.931066343866,5779.248112836131,5189.850255955063,6801.914410681608,7495.378568679677,6744.968301878544,6954.943490947627,5851.89660003176,4990.338452160588,5100.054697510046,4600.679422319974,3989.9057450519176,7533.53621517196,4294.762808900951,6825.014142820035,6590.041526125456,4461.313708543863,5792.111797953008
S0037,5587.169567681194,6595.4858982026935,6416.956237123254,5571.221134149985,5557.009206870797,6560.8010888807385,6811.904391828055,6187.579296762419,7172.86997417279,5820.156516342416,4449.788369283599,4624.921951941285,5548.043763642723,4533.429774480189,7193.461843263353,4429.436297248802,6527.203306443683,6429.523728522685,5440.012754827199,5895.40596832782
S0395,5547.554776454615,7140.748795836209,5957.871189066,5206.117833920324,5802.697609857518,5985.640962540112,6843.462944341403,6374.516379404636,6479.807135185112,5694.30608410831,4353.504924945814,5727.705485388181,5190.479212416889,4571.896917824532,5738.520790807674,4045.656893579466,7326.9071790516,6300.79131342151,4630.396007148082,5759.8993977093705
S0935,6839.532840776304,6483.066423457831,6430.956365235554,5571.104174667486,5912.835720674094,6212.984060798097,6927.318774726723,6967.71047327794,6539.258408774023,5636.816413894499,5187.385694297931,5347.747014606537,4699.037188200266,4489.851717595665,5662.32601403277,4028.789568644735,7306.47208145908,6508.355884140491,4511.889532617668,5118.138573875303
S0318,6420.989603155159,6880.815724904779,5971.899426677325,6750.046833892221,4208.14882127924,6592.088481614747,7375.822204501076,6789.7123727198505,7104.785575388998,6012.747094797017,4418.660510910907,5344.924292600408,5124.989650223892,4814.538027992045,7768.675223540597,4150.348413627687,7210.413993312141,6270.571918092456,5635.834010713463,6323.048736154301
S0317,5695.994241140971,6267.197169350141,6786.684042042643,6084.3185955519375,5419.492125945735,6348.167857574268,6987.821972839945,6757.106235824572,6648.40286169657,5302.675557112387,4313.038829329531,4825.494715954642,5222.357960351576,4743.606101064514,6753.221417277805,4398.888765153016,6472.058602935807,6465.467166244354,5773.005136973825,5562.797724046146
S0469,5757.534500874267,6462.959420167929,5890.789321095014,5824.3822614961655,6210.920089188873,6457.322937123296,6860.722995752718,6758.991563339433,6909.595576041506,6277.518058612218,4192.42622078015,4643.187176978468,5890.626701521177,4977.837968917731,6628.086196720044,4758.404532755279,7021.124303607497,6338.243035330149,3770.545843362601,6513.826922325102
S0425,5805.719843192986,6195.525819586286,6568.3288510886805,6577.872337839988,4840.403823082659,6757.7571795810045,7159.213045369756,6338.347006898411,6687.899295557905,5840.166709494486,4766.077454136655,5339.812736997559,5119.472791084254,5153.837321414863,6257.777865334622,4117.859621287237,6864.153608079481,6591.091327381211,5714.359283414901,6470.857419169065
S0655,6257.078627744886,6858.852057601246,6499.17376900465,6667.371601149024,5493.295339741776,6889.696179257041,7473.568400370045,6162.160554558839,6626.325629186855,6044.141259426292,4310.434232222633,5420.4304253180535,4866.277902207042,5316.412661788067,6451.916366749337,4631.009209820698,6675.290905234663,6532.098970328251,4861.219164402697,5751.509601266371
S0726,6725.452009626334,5661.32810591125,6426.558887771074,5758.789305118862,4849.231718361217,6240.773916359719,6513.439508880072,7335.818101600309,6402.502947388074,5516.105669366634,4651.01192490261,5162.784851644419,4714.088102037172,5565.777307699395,6839.739829633302,4477.331278322986,7176.511186274302,6543.653987494891,4209.691053452629,5986.853399293636
S0517,6276.824323476544,6349.207480517066,6920.935700717852,5461.594341335418,4836.233551458653,6540.52183142948,6858.567620276038,6239.916384558588,6185.611610431546,5311.349794328166,4126.985917457999,5993.639859144019,4960.918206730177,4418.747392653797,7555.812401144618,3876.170012586283,6733.407145903099,6415.599627570238,5057.091820837679,5757.10384339824
S0503,5290.581936392282,6876.195115726397,6871.041412370201,6272.690977389594,5374.491067855438,6151.140723656929,6558.05697518821,6461.45328247996,5780.097582616007,5925.913294439053,4116.348643170497,5509.189715676128,4880.30560979293,4108.875311227519,6155.917568516397,3698.595269330208,6684.720141144176,6299.612433528771,5345.911884360274,6143.2176377225
S0859,6363.664608700712,6196.4925653563005,5639.911603187475,5768.700599916377,5284.08123064655,6453.311465934035,6764.098579770578,7056.56349270592,7346.446785208529,5617.756229096525,4184.086937928525,4795.03725761904,5489.0893452332775,5161.481857143791,6587.699606207978,4184.890872511261,6868.388770464826,5926.101521372496,4613.225143727371,5340.283435793236
S0874,5031.215171640113,6587.500628904356,6559.932321523146,6607.172325940364,5168.510948135537,5954.676857707327,6666.636715566932,6975.169006762108,6253.767232389729,5563.9473047957845,4413.167122408575,5442.881812542521,4673.26935822583,4078.138439529482,6629.1470488521945,4017.563906677968,7242.977860530861,7033.127320180004,4904.124393096772,6135.235316754752
S0127,6315.145445484819,6419.880481145546,6087.827716976493,5790.526831281519,6084.889405596628,6419.372715823065,6667.352642501746,6564.637240548537,6707.178067164275,5597.340378222159,4685.980920334158,5155.284440215645,4822.426995644906,4397.823710375828,6803.422758264307,3660.1947101936585,7534.275388133839,6516.457688588482,4948.775465628829,5406.704535719679
S0983,5956.957893915504,6952.982412735211,6471.5824811796765,6422.9920272711015,4698.443230854843,6097.268579762033,7385.279817904334,5941.468468330663,6586.3728628092185,5572.594531947591,4339.562708623887,6038.885917460871,5372.34026012047,4423.803984649335,7321.807841383632,4041.174265144845,7344.558766896655,5835.518759579098,4162.544339337125,5512.793899060257
S0308,5955.913887284208,6443.713741379241,6812.35149052425,5889.3238131117305,5236.511867110556,6877.486256663725,6873.513642105064,6550.216196287167,6419.987943060974,5628.211605763494,4884.493155750088,6276.88367024066,4351.999463678133,4474.480727205167,6990.477493979343,3780.47448927882,6749.831719683112,6924.051376254654,4428.674553558314,6374.150297811637
S0232,6372.878642930971,6679.390892808179,6212.541969331702,6472.304721431572,4484.867809614163,6914.857484066418,7251.854660087835,6934.385967683024,7133.638774129882,5975.846381203162,3660.952094497593,4791.055625144631,4639.841856790768,4490.894222795876,6823.226689499851,4027.174610434943,7022.002613366335,6179.626895496967,5564.793530233739,5927.497148849693
S0696,5528.711741424689,6733.3049067855045,6191.425429944958,6246.618936754298,5559.212611304661,6083.176864021753,6770.96877650273,6552.434357289372,6401.14437707461,6308.844932409365,3983.489192122443,5886.121146352952,4466.090702887182,4259.980176473814,5893.210614714829,4263.417932789533,6315.235585165405,6279.225746526717,4461.607906411003,5186.985338326839
S0007,6143.213570039636,6468.661284634453,6388.472538473128,6883.572714593335,5666.055221101162,6390.114912479137,6773.539221667597,6432.151751429452,7116.4928836198615,5827.083401358664,4114.004180477943,6165.832247428256,5176.2874166395495,4063.414753604077,6329.85692958416,4755.343415573323,6568.187847657248,6244.875387226239,3951.765210011749,5844.247691548567
S0814,6121.483501772847,6526.909653935654,6493.909245924094,6219.464109219991,5113.493592592776,6129.643484690609,6872.532464650477,6732.261000234293,6650.5869242425015,5450.272174253062,4136.305211892617,5429.541086250463,4767.579973386326,3877.99985266632,6999.597225668747,3482.88824408942,6647.255613146543,6271.84921670795,4535.612914275503,5495.889595343282
S0908,6146.447462968766,6742.724225962494,6595.651864507158,5481.016286558134,5658.165060775136,6598.90165844544,6568.751175765833,6083.772582896686,6655.598349814169,6087.095381343545,4398.735714949011,5839.878141000138,5647.615774253886,3885.459768859948,6877.942205661093,4334.721640712618,7022.273264961797,6459.623873503365,4968.480461401788,5482.07034334315
S0333,6074.418867776524,6665.822908271644,6423.633962707882,5388.332047001509,4461.212581593975,6188.878074272356,6969.9458733935335,6718.487521509317,6428.408870804077,6044.240537992822,4225.598969760737,5037.298539121517,5955.065915321046,5246.018741247893,6712.0169966748745,4313.205745970083,7209.814136917013,6654.703056288365,5467.803317292875,5932.520162865873
S0003,5937.30428878552,6645.804887791193,6489.968827469847,5846.140182453529,5340.202393692106,6701.240851350781,7309.845492947553,6352.111168356441,6211.396710403883,5926.828580979126,4571.861904563123,6387.81039136902,5433.9000653818775,4805.046568438808,6044.73288195399,3867.045121944316,7010.590515470368,6262.630009898242,5663.778061717013,5240.449883639282
S0900,6235.811736924081,6602.731996316652,6635.111882021779,5922.002353294613,5652.967156855943,6055.801961056908,6929.867339332475,6350.2402260551935,7128.101543036938,5643.1572050450095,4878.104609605042,4389.136740824174,5065.301946385723,5675.664801743011,7668.671230423658,4189.40208951424,7299.084810653291,6359.57024728669,3822.953794044323,6151.344210512239
S0162,5820.578618697207,6526.982546150548,6795.184491736683,5957.181974230988,5111.459442907195,7351.4923742036435,6431.792217334767,6317.872289424921,7750.639840095024,5807.5240650912765,4292.717213744876,6009.111060019948,5323.601534022204,4659.24992816716,5973.027175681687,4516.98953702954,5926.741399996823,6575.038075408244,4868.786714162197,5484.735842493516
S0479,6068.894924535139,6503.490743359441,5998.450303712228,5808.705110389747,6078.459536254825,7088.540736381801,7313.469143218542,6084.828842486453,6360.3149489809,5876.0071914896125,4341.6798157222,5623.27509895964,5330.162787211869,3843.04104694794,6066.527834904707,4899.5768401991645,6991.746635295976,6554.477139544827,4992.101928924015,5552.470408693303
S0562,4655.250294202477,6372.710551574018,6549.679471389687,5393.277858339065,4830.850156483484,6321.106208959257,6802.637018193888,6037.07031538363,7080.390993218601,5373.159836376772,4315.601719642892,5234.473323997169,5187.405871803912,3814.8118803953566,6598.372119914462,3331.4214578812803,6048.03437407908,6100.969502770608,4399.088988025528,5669.307056768082
S0821,5465.304461585618,6826.157222316947,6332.3335628706,6018.9749010708965,5465.647152479128,6593.967663547943,6514.238515846569,7084.855859156846,6669.380385929489,6191.761139518264,4742.038175707098,5555.938285272054,5780.356928307735,5229.141339894735,7314.372073983557,4555.543358925659,7331.079427572283,6638.962572891973,5457.099269004707,5605.838489861449
S0112,5747.55358700404,6508.820147177001,6525.200884551656,5740.828802646369,5309.343815592536,6918.815781073849,6265.672425297845,6850.261321883933,6611.95066413826,5161.3733569081605,3907.713004427416,5570.448576040398,5242.397065323597,5447.891001806861,6506.522412025846,3271.2330717545533,6952.302564341579,6156.169637324823,4130.60230247107,5974.923212324242
S0092,6251.080330995457,6462.713888879808,6322.024905691394,6284.976128102634,5670.485884687024,6122.228013757665,6329.157065571517,5846.058381284623,7099.472357495633,5504.05264675969,4856.651804844451,4723.547016403401,5653.495321980265,4394.576618085642,6831.621579043484,3563.384522536759,7626.618907041921,6336.987397361069,3794.31332152134,5497.387373967687
S0023,5096.759652308234,6586.200174813128,6249.748594050669,6600.861376836692,5705.621290450138,6344.061154516422,6630.065716299222,7006.121809756432,6332.47738094645,5693.551682657919,4179.77496386141,5406.4761446669,4839.067804392829,4535.19397350855,7493.080469016148,3631.784568887722,6822.41340901174,6631.126877847928,4878.318556524812,5633.607501683236
S0975,5356.374061628907,6447.74818843657,6676.936116058623,6047.916986088151,5566.647794127392,6341.153145885881,6672.418245554266,5722.274687245598,6471.387590615208,5766.074470436945,4935.118904166517,4688.297821927902,5240.698842870739,4709.9969285425,7159.713442414895,3854.7452612963184,6404.000048285048,5953.291839141595,4522.576763758467,6039.718730131644
S0057,4836.304515813021,6536.51713510045,6532.9478744048165,6501.30086863056,5328.597605081297,6757.43920114304,7111.713933448597,6270.681814354562,5908.641451297031,6112.086248050699,4388.769529115016,4961.666101881818,5240.768027570557,4676.589074755068,6399.832078251584,5102.46621111662,6555.396818798849,6501.640284692135,5236.600308231025,6013.719292902398
S0907,5675.161387459688,6638.928053948254,6048.272387613934,5973.827022238377,6097.825807336903,6877.149526176543,7269.226875255168,6662.571232101606,6805.1908153028935,5086.9913236127,4504.810182976227,6777.698920130108,5347.358071121336,4604.080934216924,6997.45665301315,4770.574235048514,7200.890211419802,6694.128614307433,5347.851942388736,6013.324745135123
S0535,5945.983730354987,5922.021930415813,5835.9035405202085,6350.3636704187065,4676.974895827849,6041.684991133958,6132.277668921996,5767.642898613348,6338.565317816509,5620.730419346813,4428.8093507499625,5815.832062331647,5056.754200937303,3892.6528790764137,6292.113732156666,4033.922277568044,6867.663803852067,6417.278239607002,4609.772067984726,6026.122153616454
S0618,5725.335128436641,6844.66735107838,6322.438045292868,5617.310096291592,5260.388936304767,6093.961741703145,6571.765282628619,6310.869032253159,6089.587418974838,5931.32664933518,3837.311172727442,6394.742889950994,4929.362735240992,5210.118827425976,6457.770380696859,4940.223667403921,5790.636007921476,6078.238762626223,5023.074581545608,5740.152452429254
S0186,6219.6383675332445,6510.679552197928,6548.863403046831,6248.678837943063,4826.0087837835645,6507.773634776072,6764.653253206631,6072.222636661585,6764.6315868830725,5731.981549496514,3928.3269350345295,6177.877803699376,4864.031474370479,3946.1514669024136,6443.931708324927,4563.883074860216,6653.887046626382,6743.393070792941,5096.438506990561,5108.177904732878
S0623,5718.662721359243,6808.661319427412,5791.129395695983,5472.841547313928,5638.258540026116,6916.530919118253,6825.16849978446,6176.996481862915,6818.473967690757,5177.633577942893,4182.849333920425,5005.176063747716,5421.0702712393895,5008.936064779596,6804.755612131963,4649.665799837385,6930.447598616689,6401.85222344807,4959.2657267595205,5889.249125160528
S0886,6111.459184482782,6790.849014685871,6236.416489247169,5597.14242687458,4660.088594283699,7037.347740013418,7191.757670068505,5987.808310662315,6829.110786223974,5160.770843888848,4775.753092980001,5862.723868705942,5007.733618098705,5150.358561539558,8172.839043269191,4699.694396980672,6183.550043617241,6477.089524223358,5482.151257615594,6265.512819828537
S0839,5917.95962339023,6392.471235029725,6600.933890260155,6029.3322811080425,5677.284270104358,6496.265706982053,7145.184026118996,6222.106664542747,6381.419818122495,5890.546539209857,3847.628164555797,5303.436054457102,5093.092563152761,3984.660721340973,6579.403208867035,4551.740668184251,6091.829363461948,6410.766470382914,5166.459664632724,5577.231076078586
S0638,6449.007947966905,6596.918850708593,6550.622227680667,5216.33333688273,5950.948389320271,6704.7368149950125,6508.371212665529,6797.547770244592,7107.173848408687,5405.536777024464,4909.078685738937,5688.306047415725,5030.977352786324,3771.6479131861374,6905.535428152251,5242.072008932123,6828.719556419529,6382.053134820019,4668.06272536689,5419.996523718865
S0031,6131.956971885264,6598.817557531783,5825.160195293441,5983.544223298173,6161.030129887606,6349.2049825720005,7516.753051024625,6372.654428850332,6253.96877444988,5668.372434884219,4804.05127915247,4829.434183306471,4899.222915954255,5057.873124405937,7155.910635001709,4577.595046229808,6460.687842027178,6509.387277727035,4262.244497172958,6429.462879926815
S0025,6501.403728979963,6863.094698402176,5891.640125462053,6349.5833003667,5208.527222939217,6499.291525580639,6540.858679720392,6460.71770703071,6726.094642975779,5291.466059799085,4807.18556423829,5765.595516443314,4933.484087611874,4210.266458929646,6630.908271449682,4454.048305385687,6995.161571114558,6921.537470178667,4371.436644074218,6029.327758499874
S0239,6489.800134193207,6379.898957571892,5976.164098331568,6177.489416553201,5399.685928007875,6462.133455200781,6920.85400452795,5880.117843520989,6226.900442954979,5318.2251691099145,4497.035424244452,4659.113603305045,3962.973593120588,5140.445162856982,6721.4067437001095,3990.309470358314,6252.648996356182,6112.037820395824,3762.469516226369,5632.8140884695895
S0480,6676.948450141927,6679.881266740435,5816.410809288561,6405.724070503047,4856.494065092849,6687.437093471586,7029.962840973875,6580.099731224415,6595.65720174263,5643.415224057798,4188.424001655936,5899.651994798874,5018.479062027341,5656.20351501695,6309.91856038662,4353.4410381779135,7331.230560815617,6049.859118309873,4426.8997680530565,6723.756218384731
S0507,6295.6565220932125,6406.256473013159,6699.833817609691,5731.024061877749,4770.914583071112,6404.605845218611,6805.219423540488,6805.254077867334,6706.08398699031,5873.958410774547,4534.802961951142,5394.507345578995,5525.706646392662,4505.66265480168,6718.758946709461,4274.589878101222,5613.976218800101,6084.512313148374,4213.730041522636,5902.516903440861
S0848,6111.207684431892,6965.820213827792,6557.239072598474,5705.461717677924,5334.72367323664,6410.113646596534,6752.113681044464,6595.030108912646,5967.602224262702,5720.002361325976,4520.187547768793,5183.734898506408,5203.011704186957,3524.472832115051,7848.701503631335,3528.621601068539,6750.196314350388,6762.2201647709935,6052.679037837171,5419.177692028506
S0777,6210.872491440185,6426.340651764082,6193.740172580541,5519.474118504022,4834.963306308397,6344.687295541361,6856.80328277918,6326.51775206512,6397.564075596901,5637.669150135991,4377.453643079977,5224.123284758526,5135.954580073235,4365.3456075622535,6715.126411500807,4179.097447719948,6943.8955674325125,6220.125081683845,4394.002275925209,5908.819635610884
S0543,6356.635483851836,6206.746932865451,6108.696850850675,6053.200530589227,5162.104046160934,6004.793035851029,6583.687635472791,6672.547863756789,6182.145521237663,5677.501306613438,3801.149357773753,5413.012427183277,4820.973291802934,5097.049272313253,7663.149183521096,3220.620096451657,6786.677668734241,6631.340468573552,4604.068336468511,6016.013546907231
S0662,6717.7848274684775,6900.234331948329,6157.923717815363,5911.69520715166,5273.155486063059,6740.084120449443,6574.006814154936,6470.46999716137,7047.055326104009,5683.28645448495,4401.029239015752,5439.2818391029,4551.412451896082,5034.371950944134,7388.048212844666,3529.91764346711,6234.494901010394,6758.634953192536,5138.422402807322,5651.436828839724
S0514,6726.373969275841,6378.405895218178,5894.742502451899,5907.604845385566,5171.776834312856,6962.378885891481,6732.623887125724,6972.19756256183,6589.56564778258,5723.26705452385,4058.912741153202,5732.225611528668,5712.04649653139,3548.542826737587,6278.428664403483,4486.802050034635,7045.842306183414,6679.356042669224,4952.686656596794,5906.155963568099
S0643,6484.847291502415,6761.706250039085,6279.065725733703,6562.641962628579,4766.822375328808,6600.065437488774,6428.926177682924,6990.173542563137,6813.1499627342055,5678.149975996526,4138.695083437044,6155.695793543983,4768.7897077135885,5306.986200376992,6636.275688062048,3431.149197120844,7377.949525212345,6608.198390663583,5851.901687460914,5554.266006351189
S0290,5655.628846531701,6532.442717106724,6475.071258626197,5874.80689527192,5169.347836449079,6359.610034143892,6915.201588502346,7291.690832371434,6938.995521875657,6189.656703611931,4692.699716772054,5669.96374520696,5542.956734553213,4047.4215895007,7072.016091744508,4535.8469662143,7017.201040372401,6562.608873533327,3486.6474494069817,6168.819816123621
S0841,5784.019324570072,6319.1995608565,6525.2340034703,5711.121888667973,4787.378538638061,6579.606427431698,6538.044185597989,6806.6401598372,6366.702096338402,5563.636271314849,5012.362549530353,5199.3141596772,4577.643303604785,4472.203498863204,6785.949924319886,4521.009516355723,7310.001412585915,6851.502202879717,4494.16803722872,5593.784635089335
