participant_id,ROI_01,ROI_02,ROI_03,ROI_04,ROI_05,ROI_06,ROI_07,ROI_08,ROI_09,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20
S0125,6592.514724363145,6473.115477967651,6236.481384142919,6432.227498641303,5845.418925373078,6580.133762999053,6811.7002639592165,6693.954716129142,6474.685517872943,5865.629078485131,4031.1896946767183,5240.53035385356,4787.829144052639,4350.188447799436,6666.336534905182,2939.2402640493733,6566.780710218822,6306.795987896149,4256.121489191343,5771.862701667223
S0587,5809.985279808621,6306.972392053178,6297.030013322958,5697.528010105632,5683.663340751517,6098.424261391347,6777.663264279484,6451.347484408969,5942.812729797897,5535.637983735742,3931.321988583918,5618.893889863945,4706.776454613219,3680.5431740872496,7302.952933885069,3611.793433415783,8014.931711752479,6691.7798178016765,5427.132347940303,5731.412856375958
S0174,5839.092471364416,6364.11751988149,5761.237749638532,5729.084687628936,5138.514596557697,6477.938256933008,7086.551225421208,6750.12161003332,5745.993576408959,5224.63786667277,4352.261555212605,4807.612056671013,5627.84644306979,4488.429847522962,6817.791040197413,3741.981377382938,6364.124698591498,6240.892460559368,5047.427906771853,5273.367151102064
S0515,5974.614766072634,6337.790586878212,6726.862916186211,6030.346946617562,5816.676746098462,7056.303437030673,6026.2955228561,5997.229476023493,6042.188547771353,5862.168951499622,4916.915404453319,5415.243773738557,4853.614038414435,4695.286863422625,6033.285094362212,4841.719124705842,7512.29409934083,6616.34454360208,4468.880907814386,6494.4624803721845
S0844,6100.949659736716,6199.346829898574,6131.282368823322,6344.730115791717,5115.651323094077,6250.199264997659,7602.234141539155,5788.634149141753,6480.29416060816,5677.495874905843,4160.815381916024,5221.812113280567,5085.40468475355,4950.303829589906,6941.758596557983,4152.528805785318,6977.725595652147,6714.751979858145,4637.226122865118,5788.400527697042
S0502,6615.758892776981,5830.616870650297,6611.681197666647,6971.705216404092,4977.597271126881,6480.801137660944,6850.692880912246,7129.597230969583,7090.675993384592,5639.654583394343,5003.535546420592,5419.4972397772735,4589.493164381152,5394.1286328192255,6293.239525743519,4120.40659942325,6434.698319284381,6628.149644949831,4910.237677051756,6240.437626240172
S0073,6004.708948748296,6281.971377431799,5946.967347467594,6696.525161270415,5131.715256099431,6515.930053420412,7009.760761501474,7115.192552655412,6624.945801319094,5661.711849755871,4427.663196931836,5613.051665269483,4400.25544153238,4427.386074527239,7726.346482564282,3850.984999865037,6624.896176645903,6328.75651760219,4783.908881326796,6048.112663576697
S0361,6346.565103194522,6993.609166102652,5967.096850024833,5691.477642006451,4532.9747780789285,6865.203859511068,6331.03039457956,5576.97148718739,7029.7561536910425,6165.249677577213,4005.180862526999,5319.766231808055,5444.733419132917,4670.444110967516,6868.856071098464,4317.388732237474,7323.497436313376,6188.941837426927,4722.47579461165,5739.688676592773
S0466,6270.367744942001,6317.231240233386,6171.997934092741,6223.89508521469,5531.448307670438,6443.45510276168,6925.689291645737,5696.55863904996,6989.105866299756,5707.580624740383,3959.687645325253,5013.553333826915,5206.667110021112,3821.9883046079294,7521.645240488298,4520.500087199528,6860.924611492593,6222.004581434871,4637.522514516341,5879.422218165086
S0933,6248.994662229943,7067.885698142294,6043.85294977271,5899.720553880175,5822.748104793851,6382.439563368712,6582.222460430754,6941.816984011156,6603.155160189665,5227.799885699777,4197.140449149454,6326.6156755254015,3887.622726958223,4054.137745381773,7636.5812622941085,4588.704933476451,6867.457385556312,6479.096519204537,4747.602798510147,5928.662143824172
S0508,6191.807562006737,6946.501235482627,5744.725088426066,5930.151114426782,5103.365139433622,6290.724425459688,6916.869572730021,6795.250930155838,6182.715236482776,5507.138133911224,4871.055932343527,5220.231642742108,4805.287716646649,4007.4643833675273,6977.031081708098,5080.739974808129,7027.64919716054,6396.587815313141,3799.117342093805,5763.5660861095785
S0819,5893.916286229924,6295.390371408575,6727.525908894003,5987.67103208831,5132.285590283897,6503.899164066905,5827.164686834164,6023.804133308442,5734.789397444115,6114.723567874425,4102.776406841375,4418.209038716042,5565.684906053145,4819.6429986041685,6315.918644943734,3827.641021134748,6065.001446336419,6367.558351995159,4139.418494640805,5618.50089492029
S0539,6109.044076982754,7079.406439103607,6483.947140233633,5248.049526998836,5074.806231842804,6672.506357021147,6822.131401635756,6281.997667183847,6329.231413505549,5567.847865914104,3984.985542283203,5159.555592286816,4309.07836775561,4331.246762038441,7108.081451680627,4047.9151518072736,7545.984258906636,6571.408216496542,5511.342984526146,5915.330069982896
S0377,5609.732022726207,6379.278183698511,6672.8493238767,5656.465940196736,5057.465540784417,6966.352137236679,6053.073806166539,5738.904864998484,6692.571299082937,5818.316048162815,4265.615081283723,5441.132431529567,4997.405480242664,4181.94252815696,7016.628202626142,3909.09724721022,6541.835406616533,6585.069383603229,4643.462649161972,5325.473375166171
S0036,5518.701677804033,6109.001856449856,6644.607713417838,6303.741021909376,3848.615149630704,6055.137756361782,6344.255001989878,6031.684191800768,6493.851129276591,5639.425853787617,5000.976453325833,6474.634512200834,5097.668721192967,4437.722134251309,6380.674659000377,3527.0580998503574,6279.169054801774,5941.419079227348,5110.072524219699,5467.65454033283
S0217,6117.52697578396,6245.760660188767,6086.816656759806,5633.878086314069,5749.569510164362,6961.832770037021,6774.903368234565,6338.642679546629,6694.426984223669,6033.94538129116,4479.652602593867,6192.751700885297,5259.977657101466,4896.92193679758,6588.425236871195,4204.200867148504,7997.682873561477,6691.386128170724,5444.219871119885,5412.794005518183
S0138,5307.371237824335,6337.742086145144,6618.608571424648,6408.415742267426,5451.28418322335,6890.258102342918,6182.908723728049,6472.209261159544,6640.1337509207415,5703.455466775397,4124.281936254341,5493.58487642974,4891.904672504613,3562.8126371483468,6734.219781065598,4546.004780055999,6191.105345841727,6592.834890414869,4339.029693457506,5568.534212887869
S0197,6202.167655649225,5827.096465423584,6542.584232941729,5888.352150625834,4439.092761356249,6170.837051590922,6426.592452428919,6302.429052552021,6892.507547974597,5712.0493613803255,4164.595909749147,5113.862542463221,5496.042756642436,4732.628458252061,6341.29151350887,3235.3306247277874,6542.179886181795,6643.176706989553,3909.472607732158,6472.930670547332
S0283,6270.601159802974,6532.162433505929,6171.003412482916,5627.502186290914,5353.114869372351,6555.751060695802,6502.7020824387655,6279.987165702179,6974.495689234827,5393.001802236166,4888.915664251754,6436.29701275446,5375.692403869848,5587.8974252466405,7762.934517139753,5446.133210925149,7086.908501928168,6508.646126918586,4603.8648225062325,6686.679181930576
S0996,6034.070354462149,6532.9371070080415,5797.129226394835,6744.115726869752,6155.956988306889,6617.4020014246735,6920.238078648948,7460.078221469989,6648.757258872377,5879.326908610207,4170.899021410322,6288.059421292539,4774.899760465135,5513.272474564142,7315.80945095139,4180.208206818284,7320.676846916087,6869.262716762806,5564.594847045154,5683.942007879456
S0462,6132.727147345066,6760.399001971959,6520.86514179908,6286.402555471875,4268.892903864153,6803.253643491586,6344.668809089472,6396.835504250995,6776.882804691591,5613.907160139059,4664.911751211012,5315.465636205338,4886.532265288436,3895.888906220413,7315.584651184929,4423.466735670622,7132.459951892274,6238.1722628295565,5181.569732389914,5089.62278316643
S0121,6632.576844926248,7107.761492756529,6320.382278946912,5796.410969248165,5315.965679223124,6974.603589492104,7190.8423165395325,7880.549719339282,6642.994731785177,5722.600356635612,4431.005195900359,5969.385978056623,4511.403196626993,4709.110089849034,6861.038658455896,4046.166843906311,6819.066278568014,6449.179318835653,5094.043650564227,6215.117895349767
S0431,5889.437476267534,5767.248132498213,6223.128100150972,6410.304058961223,5246.317688569871,5691.0920422076815,6349.16980640265,6874.352659593197,6497.837803892757,5878.564545916578,3958.017517346616,5013.55226220232,5505.618251973035,3822.726225890234,6288.688645294494,4422.182769757046,6853.571312141314,6082.700749318025,4448.922000709766,6099.880234193935
S0645,5991.771740716762,6523.297084432155,6810.289100409616,5027.686503865896,5318.774187527674,6929.816828489854,7114.32257096534,6301.047754784721,6451.422166541159,5462.034587582025,4346.13810517766,5237.149646648363,4086.0115030779984,4805.562053082002,7211.2144282866575,4597.471437840918,6698.700658311404,6490.130213978331,4909.323761817454,6301.63294694556
S0493,6289.895775998524,6370.16675757113,6698.553113086993,4935.08876681468,5406.033724236976,6379.535290916973,6820.572343614969,6418.429013541977,6877.832922591548,5482.739125186622,4278.501995479222,6130.1436898888505,4911.10937329062,4094.032705715131,7019.294207172182,4466.5479605337405,6108.505068612218,6054.132537433646,3935.358966537321,5740.581023712544
S0595,6017.943003445351,7104.513280805317,6345.287938136559,6803.48777667441,4917.398801649094,6406.055221055731,5943.364556831666,6631.082359251547,6514.776536779792,5648.105335755204,4389.649535295464,5794.69642613543,5276.301064278685,4914.488904471022,6914.907304456603,4450.61872624433,6899.451745643268,6742.039993933998,4627.666615763177,5813.122290264299
S0375,6329.694961219337,6441.595540044054,7039.844253976657,6202.182495207217,5704.759544330086,6757.822733317767,6094.408226915083,6472.537609195186,6418.319454638327,5896.226164653467,4405.846639353285,4399.713931479142,4800.869524755757,4693.5236151476975,7463.831587083507,3913.464105709337,6449.588827877403,6347.770310762871,4339.112488898021,5529.365155706685
S0723,5480.963094669873,6569.374456806936,6608.063191248508,6482.565894740644,5197.394143753641,6309.14046292023,6372.648412482788,6738.752372811047,6479.913981615232,5480.580340418448,3984.4863527978105,5142.822730963715,5413.75150294901,4412.20078859177,6672.516748792798,4119.474399766568,7275.687227184464,6983.334634635322,5248.309970290795,5321.872406868457
S0366,6121.908019519099,6618.098263802148,6453.422377510733,6000.339637520304,4860.047507528248,7033.33752568176,7114.621474267596,7822.520709718091,6802.818555032574,5367.905789701406,4676.965047103557,5964.103706111942,5311.037371989105,4124.885169968088,6471.772613603698,4160.983631304704,6641.555354848773,6611.747240577702,4503.294624096498,5714.213601513534
S0038,5756.985252069576,6603.092191085383,5625.274528005648,5262.820358341925,4769.427380171288,6242.2893393746535,6551.443270946139,6901.436138333235,6489.219338526672,5855.774386338498,4507.153201530708,5580.766926502794,4752.972086640815,4488.496898017816,6403.2996948987375,3483.7851151361524,7492.674010376442,6508.289197703652,4579.238086933104,5859.770817094653
S0693,4903.17915236026,6205.14692000884,6015.380325974874,6494.543958113553,5409.140921237685,6645.678332440351,6601.843583339035,6579.447848259559,6805.930676190676,6155.697432279148,4586.839468411068,4960.164105005536,5067.803016084165,4683.285079643539,6323.21867014083,4700.203323514274,7592.890468455538,6802.781277772263,4123.850278633687,6084.444222531405
S0471,6575.615222677736,6427.307163929527,6562.182465732817,6348.400690727182,5338.693582578738,6513.790731258596,7054.972698455753,5967.604037948918,6895.831844192818,5943.686512325523,4828.94064966585,6433.778410116246,5154.464646327861,3731.8786215182968,6669.713117137394,4391.433791074983,7250.523344704086,7013.279316011936,5944.579112039043,6098.597119061049
S0399,6239.012930811626,6375.3978483874125,6276.062774613504,5606.872345343396,5556.923922408711,6408.262260660602,6437.59709546981,5996.844606555379,6476.810767101529,5097.743760509336,4661.70819781661,5144.82047960804,4408.022318893832,5172.820265374867,5868.275690400833,4419.10443526646,7489.232472376728,6703.99614529439,4820.298749377013,6438.039736463497
S0438,6285.930941403519,6436.279179561541,6922.321043222606,6663.837714657897,5440.152824603646,7421.485746112791,6869.262490673732,5902.854008859395,6616.060112169986,5145.108439463733,4478.684063600691,5372.46775594599,5620.649666793404,4278.242690508208,6678.315721085669,4321.7867215065935,6276.330016809871,6147.245940508239,4696.863523865828,5008.47401523171
S0998,6257.893532825252,6373.055399120392,6098.757958897105,6500.225973179583,5052.273426430655,6589.828834543596,7001.589010580206,6565.014445837463,6121.517378522536,5590.179197646748,4559.284116070862,5213.800958269238,5244.102211279464,4050.772885765683,6850.094584993307,4465.84925738043,6717.827947104675,6819.681988199809,4597.348889711816,5779.222753531544
S0805,5496.829127655278,6636.048339651179,5930.095517270258,6346.6477439147975,6092.747701823431,5930.141907028408,6500.395621837652,6393.134271439551,6179.792094964658,5387.336012773956,4741.118624942696,4817.123204119821,5071.22145120481,4748.6475523364825,6516.177458262141,5351.985998007401,6316.313527794275,6521.238456687007,4862.240634582753,6479.493140698703
S0822,6303.707800088831,6827.131999218976,5790.955958873743,5761.884519626228,6155.3589502008535,6460.19969517451,6761.154999072589,6386.741561401995,6677.570401387211,5686.953511019291,3868.99649970306,4794.758660920419,5503.638531351686,4742.880049743601,6425.487318632417,4087.448289861658,7627.696618766302,6463.052073938245,4350.855213452837,5699.416230960375
S0919,6464.028663268294,5601.692477187359,6504.267014769943,5837.685693321156,5495.978543576445,6886.539065840636,6564.977854411522,6351.801031183313,6779.393670066873,5477.303360804601,4526.865427195619,5361.945114024622,4864.719635611114,5360.384933979276,7109.104311307259,3924.902858251175,5556.664416108684,6635.243557863172,5628.880855133921,5614.586365286736
S0865,6144.002973546034,6265.663412395659,6469.59769363657,5463.171973170862,5468.555453830893,6617.211235087277,6538.08330170128,5623.861206352259,7348.989936917904,5435.265545028872,4541.558265981537,5358.759306651449,5281.210892763025,4023.2575697475454,6784.862375808094,4152.555578554287,7017.897141938362,6432.242997165388,5180.621509586634,5977.49276470948
S0528,6168.197216879993,6738.069140463754,5972.256799900285,6099.9197312622,4995.380961783797,6446.739843178921,6804.07104269716,5576.843342268825,6319.358669632296,5304.082876939093,5212.351806736729,6645.620441530798,4871.857424105106,5199.480806093195,6178.624645468724,4774.126614506426,6093.885095532008,6708.992421648179,5733.95172170503,5806.198616008459
S0579,5506.052918745292,6763.37458633544,6888.844794707641,5674.934974710537,5359.790716696371,6228.717068772132,6820.245457556964,6401.51283111394,7207.9908838066385,5259.455590182574,4233.260616102892,5841.374964416685,5166.163807963549,4582.494402425615,7128.604754500232,4968.093490282442,7339.866132776746,6875.94725225502,5816.736124661754,5804.275990766073
S0014,6701.36879651814,6266.192825118638,6526.260957866484,5399.237842165644,5603.435818157716,6257.776913334143,6936.696754944484,6385.466145534251,6921.2272095240805,5478.549167675549,4577.600471671613,5787.519758779201,5376.196602569572,5376.03262666679,7186.283497580497,4685.186613178124,7761.806420657922,6274.065480284025,5861.246769960914,6152.6967342003645
S0957,5835.97195291631,6623.716918241765,6360.939106678435,5716.833283832492,5855.3264955976365,6318.379981010966,6215.989613350418,7191.0812987139325,7239.26935191605,5941.79195436049,3764.288128178145,5552.159028289338,3968.297802929671,4042.204549924818,6754.977335487643,3872.775289403004,6422.0788485402,5936.940449958184,5439.053040797334,5049.84533492186
S0369,6237.347420635442,6725.508836228725,6601.314625767855,5120.381173227249,5348.985779298244,6641.068663112937,7413.807417862328,5383.251626411098,6726.064417309234,6160.043617544447,4210.979131448631,5468.572432226209,5307.019076004507,4486.419912814243,6359.905225923288,3744.337415706416,6653.595233690698,6445.533514007929,4547.010420048313,5589.674253261786
S0731,6438.308789529376,6506.578132960058,6009.052619599062,6846.261273011588,4999.75306299836,6145.922710258652,6602.273990060216,6173.543833675294,6125.619429518813,5611.192945826943,4842.097677048666,5526.316234414175,4697.50643968956,4933.734582187394,7272.179472978041,3920.042771006162,7500.227364387847,6168.306329818223,5181.188383997969,6188.091535337307
S0979,5885.241923434569,6888.302807012565,5903.526344334803,5130.098454640035,4807.850935204821,6350.330941812553,6941.070978600706,6605.295983460351,6214.653473594229,5843.415873839698,3619.355517293404,5392.697920906367,5060.323692308981,4723.100455025561,7026.733436304747,3691.202765312526,6818.879910734452,6405.147874022387,5528.316603899034,5619.626099699135
S0879,6104.366923907742,6305.196482282531,6632.88853044394,6475.89818781092,4903.428205727122,6815.333024615834,6608.632831377095,6867.789752499902,6484.325989874729,5084.269156900646,4128.107007320367,6108.580251696224,5244.258699962767,4158.1825919783705,7248.817002369966,4495.928349992162,7198.869035034022,6586.36607488273,5407.87023573754,5771.495585664114
S0838,6111.388753170537,6306.934201789871,6387.493320806299,6073.3649115137305,4834.603972733458,6559.150056954528,6751.422548934562,6418.568371488556,7205.266489368559,5061.132757902844,3637.783536719703,5625.203679315201,5535.251175043442,4655.3759638546935,7170.154470348215,4177.991484719761,6256.843894744277,5878.953508089373,4916.497743246898,5934.282126197595
S0253,5989.5029059568415,6777.080811938804,6137.905942879248,6185.532190633986,5305.322739282163,6914.8613380478655,6294.085801410451,6357.7560911950095,6517.202593546982,6345.206227506504,3835.676726353836,5808.252912625035,5450.615741498714,4135.084248452976,6724.227566175448,4860.754981459833,6438.172593814006,6850.990146500667,4433.623880798056,6388.8086773385385
S0973,5684.171542030197,6215.556171521942,6643.621077356072,6399.907357307913,5307.746458504038,6288.912225315875,7669.095704637634,6193.009967443176,5897.934309603245,5605.464620843802,4153.015024026504,5174.416456011374,5175.079599882667,4735.866894879293,6716.520376301264,4256.365713560902,6718.823420659508,6238.148793427302,5404.497283290928,5854.683452192984
S0264,6014.455545486155,6615.8947056318775,6371.530386510375,5327.887979703146,4933.574900686436,6482.722700144303,6929.038371697197,5880.62151403247,6145.40661333043,5495.077368705277,4396.029933122234,4633.559775947359,4707.514375447725,5273.840206663684,6993.398992035118,4211.144507334926,7055.459860511981,5997.920573146635,4800.05351033356,6283.301475945185
S0354,6147.52217250746,6246.41436569375,6615.862452263975,5621.410559666609,5124.806150303331,6667.130940150149,6937.31433581061,6340.392222015647,6296.941227150415,5190.929123837281,3887.858395629221,6092.208794651401,5699.947442606899,5147.719540143469,7751.470058543776,4344.570979712567,7203.070892587349,6416.458673056149,5586.089982070552,5943.421502914611
S0338,5953.191089824291,6097.842080255065,5962.250480846132,6498.450185112512,4645.584010476749,6955.735399268682,6730.829063128764,6392.440699787511,6779.207732816059,5465.112202117889,4094.919866508298,5164.968101682463,4780.429377522071,5503.347419488016,6662.882528794663,4303.135063769384,7062.431264962047,6215.566775481084,4987.344749302756,5948.205415117702
S0270,6928.709552943981,6588.029586456708,6694.116220434023,5944.651794225826,5333.458429637746,6622.379467308326,7697.458952173679,6248.498965513947,6377.184170094219,5474.975890399466,4422.788829313007,5756.290806186666,5376.255400526276,4493.316402994989,7363.90149530709,4091.369316752724,7572.21041604464,6207.1163786142,4869.1969539340325,5585.093003451384
S0712,5637.076427625324,6868.269799706362,5723.80989241425,6060.137344513689,5063.704460736925,6150.2517495516695,7048.574756680592,6290.578851402353,6988.267886344365,6092.004338518971,4544.915085791797,5884.6572423756,5265.321007716418,4727.477212683321,7981.130951998003,4279.1906594736565,6678.110646836677,6331.075812648242,5017.800782927993,6029.422146071886
S0939,5497.127571041804,6601.199018440736,6518.286225226423,6578.439997881984,5092.384387482464,6471.049655066274,7010.077697357901,6302.6742127832695,7080.221037223406,5694.506163637595,4693.251319313629,5849.761807159679,4968.519887228623,4337.060943133903,6385.739768342981,4950.199009622713,7072.137078235681,6154.899315569172,3839.615360473551,6131.617833272898
S0212,5558.057298735985,6648.773945252827,5746.482637453863,5804.118122207686,5139.225303158397,6724.995829176852,6223.643512133516,5937.7344654169465,7253.893809109205,5237.570316616173,5004.7261734941685,5979.976565968343,4708.208455273082,4071.149107922951,7419.94871403796,5375.969742564604,6756.107659142365,5888.974924774014,4516.369607329751,5912.960905581451
S0104,5857.434913298487,6669.187909982172,6420.140526226972,5423.877719262241,5182.647735513528,6914.403816018283,7084.057643205123,6924.276244430617,6925.135290182237,5976.165999642977,4488.376388530949,5060.297651043939,4307.471262818618,4624.001998039415,6868.95308283385,4158.101013863258,6991.230618572761,6348.337391391719,4437.940448173973,5539.047838352975
S0751,6006.316654336539,6324.67800570014,5994.487149684919,6046.510355210001,4932.263371138391,6943.154387169432,7328.921672460074,6221.777300496447,6981.975110060938,5287.185490940549,3786.819240723701,5937.828289210207,4963.518305150924,4512.231578347137,5720.391966649704,3454.9018672797133,6489.953894494599,6072.070069551363,5218.792853533983,5578.411068181416
S0243,6234.754475558264,6401.591961364319,6501.918528292517,5767.097824588941,4758.744012453767,6510.987193428228,6635.656347126077,6228.101603644861,6147.527201437552,5817.605740374206,4481.46345050092,5224.979276133149,4604.8061376637725,3870.3801405104978,6824.608648980504,4722.579177171678,7170.1827152359165,6763.190677408826,4269.990504050586,6001.661452503576
S0720,6568.229846440368,6452.442363218007,6092.6630433933215,5793.696053341664,5691.897217724305,7189.033486013957,6954.328064750092,6964.7887596471965,6475.150612503424,5824.344324703674,4338.908150484872,4772.788901134723,4627.377872564606,5176.551311574716,7378.343596922745,4566.522090068911,7712.631803154337,6772.335597894133,5347.473015657925,6131.675848961024
S0033,5797.061741405665,6848.966845284837,6842.033446327475,6600.496337837136,5443.097047065081,6280.064960450541,7261.507165861952,6837.817381458927,6084.017425828626,5406.872842295607,4268.469364757584,5420.469812360358,4867.959697295063,4843.6493459809935,7017.852380637634,4507.629826808908,6702.932459807408,6507.231078806879,4874.4666947300175,5233.980228063097
S0698,6342.125197780633,6398.413127872263,5501.771089091619,6046.127506730418,4864.10207276029,5867.735168984682,6802.92135992907,6659.175305280238,5919.526003463306,5584.621758008929,4300.1924065374205,6059.297766794812,5019.32367885164,4881.855518235562,7562.555449593289,4583.5840096364645,7435.370136626145,6262.068261683306,5003.079058042591,6140.059433624543
S0631,6351.129105705884,6054.93547319149,6415.989713034845,4867.312116767142,5387.181234053316,6343.512673414585,7164.520593062835,6177.825343900801,5956.567678415407,5568.488568176959,3882.818914278778,6110.273845363287,5076.360235728382,4534.256503234016,5696.085635682461,3729.666302425721,7446.316889871383,6219.876332526779,5668.770483242114,5837.737792846706
S0654,5610.9735309613125,5988.113811398626,6275.092929591092,5350.746483392894,5030.561891832114,6323.7692750416,7549.021236430509,6416.173487295996,7165.750163250411,6079.431747362813,4970.202949314695,5741.913508322944,5023.861004603655,4291.019713236291,7132.491374661531,4388.264255532678,6900.72778542075,6415.159880052767,5003.794652680525,5839.156089514208
S0894,5680.948165475331,6584.958997684878,6185.926644094924,6287.323877183652,4696.367033806255,6527.144458813389,7436.577229130051,6520.778599360148,7371.1855330991075,5704.446504381599,4853.909680213198,6212.676622440798,5518.901958219485,4029.4362997138014,6203.658716575653,4374.51813239798,7514.981753801031,6664.475823125067,4407.454755279931,6183.69672524237
S0616,6314.994613077951,6527.160530040387,6180.3877699979375,6586.466530045257,5498.913947425998,6298.110897863179,6365.582617393234,5910.364037647616,6500.946773436704,5833.751538841788,4205.8984612981,6324.688794872839,4753.8415365278815,5371.881233854925,6823.869894528969,4122.83602691065,6885.097035065334,6587.787303367248,5055.210827904745,5547.175074760502
S0189,6005.846982863071,6630.990807309028,6291.6248054115895,5847.192300251076,4864.3756106871615,6468.124467239705,6853.279093715787,6739.194148872696,6484.020725608385,5520.930678660335,4579.498330882479,5075.638064324163,4472.878225304235,4430.133938042469,6366.545107456617,4688.760168938286,7252.158172532391,6750.315043283515,4463.290282684648,6109.6919689150445
S0300,5245.676489159916,6587.673857111493,6453.220723544615,6218.615034124503,5286.113541252676,6993.433889141575,7072.408034379595,6742.52011084424,6454.286605114005,5307.899226296089,4839.197003667143,6111.674159380343,5123.769662408686,4113.859552720542,6866.794126630046,4349.189879823875,7235.624236205694,5890.610616911718,4687.643686658597,5639.364390751149
S0496,6242.87333076371,6529.487246203991,6805.28707073518,5442.5547602583165,4254.541808436203,7077.207625063763,6855.285620888603,6400.106810118089,5967.200614330999,5612.121990547204,4012.790388991109,5376.934170902004,5216.284531247199,4930.702670352255,7757.750537317074,4645.21119129967,7032.618372538675,6411.310630753394,5029.073899358885,5999.771652894205
S0878,6447.96587639121,6302.084522329081,6518.9845752916335,5971.635603315896,5191.68852481208,6511.60941576883,7335.240607947321,7266.309807416057,6293.364450189528,5980.786591538851,4066.643451151757,4178.712959411304,4913.386192084482,5500.676845131911,6391.771248106862,4472.547376347669,6485.692215288781,6684.111743067468,4904.803355622077,4952.476670778713
S0064,5869.78252312986,6926.01532601917,6571.439098277725,6378.49295365309,4835.043473047861,5713.618661240751,7202.127309514976,6885.249483551963,7540.207930159317,5765.563962006145,4082.1498825469416,5218.592078678519,5106.864897003418,4323.857073285294,6623.920743097234,4907.236120012098,6150.187003115712,6265.000220225851,4700.344568421698,5746.3898906746335
S0051,6453.62286862287,6601.381355387278,6722.081487586524,6523.569983575831,5199.192726296417,6438.525252659935,6891.70664063001,6201.85360014151,7253.389502988002,5224.01635646142,4475.608925958236,5384.80274002869,4188.851525273688,4174.249766685804,6630.522301466141,3594.7356225926032,7072.5444691265175,6174.473967225314,5168.618490894199,6209.955011020918
