participant_id,ROI_01,ROI_02,ROI_03,ROI_04,ROI_05,ROI_06,ROI_07,ROI_08,ROI_09,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20
S00010,5201.443871620812,4116.9101736415305,4446.445387639047,4330.062064120265,4615.406006466976,5499.798566432223,5737.4829420911365,4250.442998709013,4013.563223563612,5174.446021741225,2089.3382539972195,4358.095527505574,4034.859861089755,4626.359032587866,5231.123452833179,1330.1668036064807,4872.92390374693,3891.212265804678,5157.392493320977,4561.502990251229
S00011,5334.373384612889,4909.965242441583,4364.371795168571,4472.129867831792,3136.7346720105056,6400.560222185375,5118.783181403844,3757.561037976268,4749.848349180368,4341.590631649317,3051.493172582482,4554.444661987229,4820.002135633427,3919.097155644318,5493.756734362818,2094.539842291687,5030.202531893257,3754.634641853502,3583.34938147378,5558.5624009791545
S00012,5499.6569409785525,4672.779776122887,4750.775334056491,5743.435192859206,4155.470794627787,6451.532826610693,5167.710990567874,5621.789800879159,4198.100163210267,3362.2681500124622,3216.324468884301,5133.518912861422,4933.590047978942,4265.341559928879,4839.182088445865,3990.7560102435195,4891.428890775081,4429.320923107023,5284.072850858283,5129.993643184853
S00013,4507.885202766549,4620.526374714639,3681.9734403497887,3818.6461087962425,3920.1832220459573,6946.752618649436,5287.325040077737,4920.657285986526,3787.590902985788,4264.1513500316505,1717.0921924777529,4802.405867015526,3914.898867846585,3989.912269911447,4513.38141639702,2418.615898359876,4161.291925437316,3681.195080642851,5270.8092339651885,4895.119482702885
S00014,4955.004570140506,4933.501212169092,4975.318820679872,4288.087066382642,3769.1143748000386,4927.496081517791,5165.1238677242245,4601.580834980028,3202.1398711186343,3884.244610497497,2588.5702499755844,5252.46863829725,3928.513774557063,4148.2876220933385,6377.009762094679,1447.8217699409288,4786.157309657247,3452.097230481163,5220.942512643533,4538.205251135229
S00015,5778.948044366021,3972.5828750015103,3113.225495565457,4824.97584967054,4150.446412876982,5956.94461065504,5796.159970427865,4567.80919019568,3963.8380769461073,4232.709455111083,2942.7546406500283,5352.215601392882,4579.350419342727,4505.572990399179,4575.986161227485,3680.437597941447,5242.504987036114,4160.992688709525,4113.897545791431,5058.573889505392
S00016,4798.157690441801,4582.23196431328,4438.252644136907,5219.760790037228,5867.782155574096,5157.4080695914345,4782.753056528399,4419.948650259881,4169.332762000618,4190.041251620998,3369.2076642291995,5731.21550477299,4589.7692136418555,3813.02198402551,5456.924729950102,2856.078572657803,4196.410195941179,5047.42571909053,4266.8317083210295,4625.153495441555
S00017,4992.428431779076,4089.912749910706,4390.212186811042,4269.482625884246,4017.255460436765,5400.74496385588,5607.372061616732,3997.091680442199,4134.632017785361,4434.8605218788,2190.8523019088016,4883.965819349811,3900.2734055024166,4289.658418893229,4651.171313606627,1613.4247236461747,4976.663012837854,2885.0669342096326,4282.428057997444,5100.493396177659
S00018,4896.914149603324,5186.387984079014,5090.51707876127,5936.779879184231,4846.640760292938,6646.513548461477,4766.010383329232,4043.216920718476,4244.9483732206245,3767.208655425584,1909.3440278166797,4875.5647159916625,4348.766003474134,4323.705484144263,5325.339900836156,2118.8219424630615,5157.486579960708,3544.636846811321,3604.4544832569027,5344.560369408973
S00019,4521.886901359854,5184.31690435582,3577.4028052834037,4524.33284862852,4431.341685403947,6033.344908388322,5083.319167350782,4499.610985354678,4158.421526227122,4586.663004784882,3794.532571164496,5537.2761357888685,4897.748787924471,3614.2836599902175,5753.691090200914,2888.6855909216356,5490.770548245161,4405.476705120435,3347.410354332913,5353.178080824277
S00020,5465.270377828058,3810.856657565256,4527.602276410299,4214.456659204373,4092.8617190146006,5733.942282486955,6013.140090779683,3537.595913124984,3606.204806323016,4871.668048458826,1994.7305725737147,5718.96507386451,5067.076144555004,4490.861903733059,4321.5956104512015,1830.4619724331264,5271.120056118347,3594.9387370014974,4910.091947674423,4598.830994169995
S00021,4847.104011116466,5234.992948899255,4338.320038197154,4997.644650920377,4581.582234607334,5521.858562841423,4284.312162990395,4205.615416680833,3574.678630638745,4918.810733027865,3238.246224182374,5948.664844174302,3418.665362974062,5063.119312097622,4572.59190857514,2865.57081245426,5779.047219672787,5081.59957198862,3791.9184095589007,5469.4548617738
S00022,5337.621860313541,3881.435219336578,4217.62319721809,5384.808152647302,4508.49992289035,5337.5070782046505,5081.957769358253,4326.15353735294,4809.763645422936,5382.947883608061,1075.1100563617006,5255.401426902221,3494.7959129035044,3687.892945371977,6597.101492412416,1295.6862186392095,5303.274153989593,3762.0186043459785,5594.589829993481,4927.92199563376
S00023,5055.619658126403,4384.854534966215,4608.435083826554,5271.185460053015,5085.231597522594,5306.121545929617,5123.195658381248,4766.840119145037,4659.163586631455,4634.689542538218,2259.595860575325,5697.386191454247,4021.346444474949,4466.610648203488,5277.685779037903,2666.117560566023,3607.589474566763,4232.9514372184085,5278.4665487602115,5323.206977819455
S00024,5139.851068334898,4656.2919459515615,3925.928842260849,5438.015595305059,4679.934847610364,5896.560607698957,5751.998590537194,4799.511564641348,4180.965386575896,3840.713687430336,2998.661378736232,6274.23006769055,4386.61592515491,4104.627474054942,5251.21706036124,3744.9802881689907,5555.019849366247,5336.86787321219,4018.0798980591285,6528.096761639518
S00025,5311.793402690579,4252.775912134176,4675.470406061718,4401.065368469285,4770.430963304082,5010.497234608914,5368.403639021976,3902.8020423676912,3545.3134999949484,4522.065719447909,4154.1067273306435,5456.398053267724,5150.765109959658,4435.02438232514,6039.419740507594,2366.941504348455,5972.8641005711015,5339.939567298172,6227.625871311858,5606.739873823224
S00026,5452.493733410678,3541.452622250224,4731.636341129176,4726.597408482393,4564.8888770523345,5462.358593888814,4379.068341696131,4340.662412886728,4370.821559534448,4499.00911833169,2517.093897050687,4712.808781885985,4322.289610390067,3342.382888688672,4774.913695835568,2156.254605971228,4682.810105630332,2236.394331442517,4810.202688614392,5522.231308626854
S00027,5095.973154190584,4924.050986293011,4116.676504545011,4718.948298653505,3476.407592805518,5536.864880695491,4225.805715204546,3009.730522255102,3888.3321624884616,4667.072662643406,1506.6476194501763,4174.637375135214,3299.1092651568774,4243.174068794893,5749.205216269127,1958.846022331706,6207.3771884994185,4135.459714909676,5066.940250977693,5010.797475074854
S00028,4102.614447539927,5096.435556331059,4536.088420783111,4803.503390206796,4642.351675987573,5345.91719233028,5283.383221759379,5129.689758415011,3536.3173225764112,4355.052275276961,2379.8013422430936,5150.80013854194,4421.779569359788,4426.442515867149,4191.889875696288,2239.5902424057304,4618.233044080118,4388.575539049292,4026.281845755377,4205.127463365679
S00029,5484.855586324982,4407.760605785023,4132.99749912999,4219.908643693529,4281.706317521742,5682.322952851363,5401.108019353608,3627.573662344955,3573.26142942665,4470.168134674143,3439.308062984811,3861.7716366486366,5064.616431207998,4193.586470782461,4585.967813508917,2110.7354161654994,4215.800128390809,3213.0636047262024,4143.178508083776,4333.05688570728
S00030,4566.27711306696,3427.62279125697,4368.419860906108,5140.072208726543,4553.050594284436,5761.760041919126,4686.223387321578,4281.703874599019,4334.414038042505,4550.518784022571,1848.7030520154588,4898.416015874017,4303.724232704951,4425.944164706096,4810.469096210108,3077.6751340795677,5391.827721129225,5059.440003252463,5088.456781255345,5242.699051686171
S00031,5599.120072395117,3695.541198531828,4775.441230887128,4788.550591307016,4309.224464549594,4738.32614834905,5974.947047156418,5157.850149544471,4356.630303105597,4110.893305884061,1684.479061141512,5552.575347770973,4224.192847194324,3463.690529295888,4927.987370881066,1889.3705651642576,4185.468402510395,4149.6507441729445,3155.4494150592677,4316.672976999244
S00032,4698.879927449504,5635.8728159994735,4522.456392788066,3727.71386540382,4290.425426667007,5573.672834274226,5714.307519851157,5041.124981189235,3124.558955339173,4825.650602219535,2404.8988207533616,4619.117645697062,4440.255471687799,3955.904280116944,5210.250805603284,2071.6142024328137,4449.696971904433,4715.722139960305,3266.2412104144955,5186.823029804489
S00033,5608.020859612936,4198.102188739807,4105.895612569436,3759.479408469078,3270.6872035322535,5995.279183782792,5048.603949281274,4077.461767667232,4031.077659438073,3362.75011596852,868.5057866627018,4794.29971135692,3448.0299433349037,4009.126917865819,3923.264893028956,625.1490477417477,4449.646388130718,3044.9196282347393,3201.61488170129,4672.382237351846
S00034,4960.909488246689,4867.366606575095,4610.964917938759,4160.45142118386,4153.892708864785,5367.139536108132,5605.005445640752,2866.416037931969,3594.882037696603,4188.6010535471705,2016.8937450356211,3812.5048229907525,4120.226705646077,3727.264009002908,4301.243001935414,1371.503352888007,5556.809320448519,3111.8006586947117,2523.157991777498,5057.095459293221
S00035,5317.880027032319,4573.178488553005,3351.80796597603,5806.26132365234,5112.711892617584,5065.841865898692,5693.363667095685,5274.828949405963,3217.153308078058,3818.1781309881694,2633.6823465359844,5488.468183065312,5079.163136297966,4247.859755251483,5718.642916062142,1995.480936653024,4648.125335975861,4725.958592468712,4913.768151155691,4741.684914169324
S00036,4438.7333666442,5557.1209516663575,3673.1802349058335,4549.12985070144,5369.297164459372,6687.888103739287,4806.712663448681,4967.995770595298,4667.828261710255,4240.157164284725,2053.0006728056906,5245.308229320719,3787.288026055753,3634.006520106356,5943.499733208448,1695.16012660949,5027.812479989279,5065.935288860479,3738.873799935074,4781.9873161536425
S00037,4872.81461617191,4535.693168831899,4050.7399869678497,4509.59278069165,4009.538728345916,5581.135735137701,4672.837425393867,4347.713851587164,3901.861067066078,3879.61709108716,1223.953809283515,4305.11779475636,4912.105704969772,3952.465025987023,5147.511977039656,3225.612858916973,5093.559397879733,4117.857280579091,3487.8213292582127,5054.831362199446
S00038,4923.007332050956,5885.131469956584,4405.449569281046,5316.561229707732,4745.569988194593,5252.307754731039,4898.248792921337,3484.065672678345,2680.626506160609,4191.600003426245,1682.8393083945844,5166.286931305292,4884.93007299951,4245.253898065394,5903.632369503115,2919.691380525156,6522.36076865511,3245.2192422735366,3837.6669439189927,4580.916117401452
S00039,5086.093350394335,4246.506194549129,3646.820926259974,5956.802426897872,4680.345078434203,5601.682089712044,5005.761591401076,4417.890418627952,3009.096989804967,4665.050056665751,803.8793121053318,5184.024745952158,3555.9628618292572,4267.181757561563,6926.433110045659,2679.459414055669,5250.114772825676,3891.703707969808,3592.8494078727695,4935.025781080916
S00040,5106.659046742314,4301.087754486213,4109.115894195516,4276.240286953278,3800.6116182266587,5502.488141867092,5145.092474226362,4233.230385278971,4070.36428873867,4671.028452982397,1353.425690088614,5111.6486088826305,4301.593075102963,4915.772155878571,5144.445454061804,2687.55463073197,4350.101462413384,3706.204757674542,4277.291400959635,4760.712047179315
S00041,5154.430529870007,6157.873590658679,4940.354234726213,6161.548993163092,4625.385741418706,4735.641917947666,6248.840450174679,4011.544801912088,3364.568619179188,4437.4521024471815,1165.1800975140825,5366.541146389926,4222.873945608757,4203.8934908615065,5228.473401420683,1638.9375557396088,3833.68223109794,2822.1180489399903,3246.8541283697677,5145.095131500751
S00042,4760.672755259759,5429.069621599908,4577.387280323499,5061.527006925878,5201.978382233111,4796.79507266705,6585.985400578407,3805.9018413580766,4236.11605417973,5358.487746314683,1680.8745922621088,5425.669681370483,4901.5680233687,4410.861678620615,6832.991316464684,3315.3905630673967,4787.790974229744,3890.737444048803,4897.9624113529435,4509.231736075044
S00043,4296.611672077387,5145.12020857671,3731.8164769778687,4697.758363772601,4453.2001911257685,5609.279887410613,4213.298670147875,4306.794973706735,3924.137103845132,3625.5553273173896,2251.663910346774,5391.891752974652,4572.92918275041,3883.8880706947352,4647.271935645674,2738.9473885630828,4442.850269551436,3331.3561479261825,4597.794367023154,4523.131824109092
S00044,5506.371370345743,4762.625631014344,3651.060762894092,4613.470705968464,4909.090958071156,5376.220201875554,6250.741711363072,4279.513232033737,4460.538479455034,4107.038883780537,987.5770129730025,4551.492578745818,4128.272451936146,4156.959878764,7188.018640791699,2876.1518566478226,5259.5239244974,3315.137528962069,4375.771418872855,4481.142862616088
S00045,4854.295749969578,4406.766346171112,3409.739811781688,5362.222641215951,3343.4218766817385,5215.917675710208,5162.550079660807,2655.0254851792706,4098.710025507123,4088.768646035569,2297.2385023494594,4484.502695899167,4324.192761055658,3541.9543414415552,6478.666677212363,1743.5001491144744,5087.2978198277,2111.273016329408,3934.268937926596,4646.400182169839
S00046,5177.789467421407,5236.277257194988,4602.976172570802,4367.393674725137,3815.7492109477475,5157.926563619021,5012.698258341237,4081.098393137334,4183.968539415359,5463.706216631252,1361.7935666980316,4532.690416258304,4437.68380754293,4250.074537247614,5104.238974509587,2913.150334694953,5316.269035053284,4184.503145910794,3538.033826557547,5056.479866983861
S00047,4459.842802438347,5141.8274814559545,4210.676233437742,5700.271612540104,3977.035424542031,5803.60588918619,4821.098362772512,4866.806552262934,4267.360315076183,4824.003659767662,1852.5399627463094,5195.225932362909,3619.081048353509,4490.070005951236,6041.7363825496095,2219.5718725450574,4875.521397643164,4977.339531893048,3293.0109821749575,5424.158744301331
S00048,4786.182886201271,4877.348362214267,4688.466915701348,5067.368491073905,4081.353909466718,6466.3096631432845,5616.104893113305,3587.3768533364864,3997.624179355604,4597.080235653734,1326.3640322366994,5507.968462511229,3584.438484390651,4085.2018634672577,5112.471255826984,2633.01482774678,4503.466155417166,4736.734433848596,5360.169897514623,4592.549130388161
S00049,4205.373801473221,4739.284351163645,4319.524818223228,5137.9636274529785,3778.8741398726265,5910.496339400726,5255.2931864739,3441.117039740059,5039.519130209573,4866.27197612377,3081.1082481967305,4683.18007814072,4810.365433271993,3857.605224491223,5166.369536172953,2916.1118944131854,4420.311624925965,4069.3242094314182,3222.939470216711,5121.217166676486
S00050,4916.957307230652,3968.956163933244,5223.863495853247,4247.139885759317,2967.2292805834045,5377.469263456532,5353.24160629375,4610.918529157614,3884.1880312837575,4413.036347889703,2101.942595547562,5028.583280597739,5290.772593005548,3811.110028890539,4377.309797892092,2680.809288806016,4772.587394324064,2519.4144467577134,4873.472976929334,4212.764613775233
S00051,4599.993280954324,3900.769520492624,3490.131204556118,4456.513788601808,3330.2598562944413,5910.921012459783,5675.052595654574,3918.054597956324,4970.725043861882,4780.991653785547,765.7144771676476,5377.757715555188,4274.517204448102,3931.7939003039305,5942.458013918706,1932.5743479530997,3751.1525589354,3406.698413397877,3589.728635330019,4321.708094168006
S00052,4834.4594059463225,4573.177315344051,4846.937105740846,4473.442391559852,4265.517036406634,5863.273415088666,4839.456000721496,4235.531437947172,4417.88878601277,4131.781605773763,1169.987602316991,4597.300442864166,4919.150371801056,4475.344970066106,5455.2139662678765,1863.9884906475331,4544.353889629007,2526.4500771884586,4026.752318846521,5356.115122221899
S00053,5064.185335343246,4481.425961808855,4943.370604442056,5183.307858673855,3785.5604140545247,6030.272819361681,5547.586272853582,3508.22188972691,4565.690943695851,4715.231864704208,1667.9323107516068,4840.53559499829,4655.660024000261,3707.902273829768,5703.416795685683,2430.2898317731724,3775.0796693976126,2467.97719157093,4662.152015342853,5048.634398809641
S00054,5416.623219281598,5230.032551788861,4097.933036674775,5685.085576345844,3872.465542845863,5857.962633854491,5890.158003310242,4383.21911223328,3481.5770953152028,5368.584752158953,2293.428171262567,4507.160304795217,5028.059867936831,4134.279424614299,6459.7552439751935,1151.1047790500438,4708.181386454102,2222.296061576625,4148.030424054462,4764.85289201121
S00055,4265.621795862502,4803.247539538151,4532.731224589374,5475.826255313626,3562.5290373846055,5042.956721174546,6247.104576974308,4159.531578950178,4115.095747569705,4881.112944891342,1812.7171338720018,5292.502580056991,3907.3380421059082,4746.376603903514,5622.208950365732,2062.5382968995154,4744.678185309115,4017.13347745131,4439.144157042863,4852.930951831416
S00056,5074.327398122456,4294.603864031091,4331.544475996524,5447.911856565759,4248.9429528631445,5385.736325752932,6984.598034512469,3412.112976607515,4182.1013199585095,4409.021106403631,2691.4819250698993,5457.466359580335,3608.523639677908,4792.37937134555,4772.074466437837,3501.758980581394,3954.1391213883594,4018.712731773216,4664.980230578265,4674.032330620182
S00057,5181.937342950177,4058.106915653093,3670.719449413893,5409.888962126005,4308.275732839492,4693.5493423135085,5381.792462112233,4138.027588616701,4048.61292833821,3789.067055801358,854.411896467512,4731.730464178227,4968.999579776923,4097.088852666599,6808.458217550135,2008.0677704827035,4900.222900968532,3027.469371780595,4054.5580559402047,4789.273983382257
S00058,5082.807327207294,4137.526815351582,3669.010364145956,4334.710981128815,4473.110750941434,5033.896078066655,5163.075211592564,4248.17482964656,4532.4131466895005,4205.984177283194,3367.7813957422827,4604.706098767527,5190.549330310398,4104.751708774701,4655.170201986912,3721.8581880707025,4604.9100845905305,4329.344452814434,4440.989098232678,5409.659686082999
S00059,4669.310909539988,4089.9715893960406,3975.089221841421,5031.215050566873,3753.2554977056525,6393.847272793874,5053.950814464603,3684.653799323352,3156.441524333872,5285.364023057645,1905.1884266515415,3901.4286212085353,4435.053326398107,3430.748923725195,6732.304760852235,1092.0660790146562,4600.609471575801,3333.292360771754,4527.099629529194,4835.000677960538
S00060,4551.774625692613,5620.836950690695,3896.305274009921,4902.825869401439,5307.851038507729,4551.44062520949,5299.96799770798,3449.2680124000017,3436.970917976553,3833.3978023917193,2781.094449916536,3327.8487990036774,4242.820863314217,3907.27338380342,6681.946352444093,3096.5529009677243,5364.355797165686,4477.1589036181285,3504.2284763566145,4826.575114776308
S00061,5456.725710167719,3830.4003654795424,4459.7438867592655,3951.930050869146,5354.169920041814,5628.4926292559885,7461.509864520829,5127.362296602049,4077.476723895375,5513.120703990519,2619.689308378741,5033.694980320633,4404.183581267951,3590.718550504891,5578.429051869418,4138.6309775530135,6223.52847102673,4280.119239525089,3678.764473176382,4886.109664607004
S00062,6013.993604221801,3748.602624644652,4498.570434470589,4183.971663670471,3744.627364935598,6630.364414075876,3934.7307017096728,4545.907828012798,4009.173247874551,4204.795930581247,2471.7332225521736,4491.577235822244,4011.5626999848528,3956.6752569444297,5021.282847630263,1065.1660058145044,6471.009562573754,3889.3683660847946,4452.354010230508,4701.773553262792
S00063,4385.092896502895,3550.803760990829,4800.844870686916,5636.441028843637,4460.430238405093,6339.904442341416,5185.083992360527,2845.534648550872,3149.948454474983,3768.054191772304,2070.1899369584603,5767.067158219743,4227.427933859922,3934.975979436676,5156.738306665528,2148.115019264056,5486.127500205623,4246.763267301577,4491.630853816026,4572.471878359735
S00064,3859.747464970505,4199.100073657114,4270.358255690152,6148.681146913155,4285.4562997134035,6949.3720305843135,6005.469780248139,4863.9868222117575,4159.022537287644,3718.2619948842585,1994.9990565570552,5326.139415910752,4199.992183311094,4323.310089600818,5996.122559982304,1487.7468310874697,4868.819701438602,4805.949524229008,3695.1690735126135,5614.3267441927865
S00065,4746.352274235702,4902.601459520015,3238.760363171269,3523.140135901567,3767.033433057044,5765.176693347109,5677.898773187106,4096.9697532485325,4224.437575045788,4915.22618606209,1659.1572611613192,4867.6970751550125,4051.903703229602,3861.313614039997,6045.40130493385,2158.847867250646,3713.328972640824,2069.817736081253,4963.082564894448,5494.622341630967
S00066,4224.176715236573,5095.42008169861,3966.0577174206105,5272.727696449189,4468.8219831580955,5287.909604381494,4769.989412041645,3964.42421551832,3891.067517948864,4216.265000194819,3047.1714273394023,5087.2022419766645,4804.058403961725,4197.081048030927,5177.328548441747,3150.989061879655,5095.076589466938,4193.593102529655,4654.8089808336,4300.279296696411
S00067,6590.75368363299,4582.35156677773,4165.6137273993845,6071.844550961491,4125.132301729436,5510.849145499486,5257.012323773583,5586.927841217334,3585.168560821128,4151.337593225299,2201.4156726709625,5102.220146405796,3799.4484530907635,3862.9947842055385,3700.453193709194,3089.9758896133876,5250.397850553964,3445.0906767339256,4227.947559425655,5106.419028982923
S00068,5256.460690341568,4170.9557603749145,3807.8195254414222,4115.666439537944,4670.003482573725,5425.503884802104,5098.059607765029,3347.623902943097,3722.837464352357,4281.229201371421,2725.7290629179242,4951.59852967913,3224.9905621473017,4576.723597344056,5197.03175008343,2202.5324063851785,4305.082725291072,3377.2001938379,4026.6253854986617,5493.314554468734
S00069,4851.190813651836,4216.519820962741,4949.199963747302,5095.79498955945,4940.022101727189,5429.589478230793,5212.54333134077,3795.3007342110527,5054.034539794587,4757.693012304887,4512.1289534228035,4650.403354646805,3336.8484813963632,4640.858373734028,6118.270005583244,3347.351663389961,5667.346280251224,4002.7574153740125,3399.7248048110564,4915.762894321841
S00070,4816.262429218334,5133.221027276218,4418.08636175441,5293.995586085215,4111.954504039465,5217.248775722843,5524.5655405918005,3971.4343182755183,4109.4932130368925,3746.284229765543,1765.3650350550054,4075.2448968335916,4777.250573832241,4109.407215741141,6142.301745278041,1852.9513655590217,4415.639915494149,3918.0898850472963,3379.868884095449,4773.563758726551
S00071,5416.571792824343,4099.190364679254,4320.1419494442,4665.32671111589,4055.254766931963,5230.290438675685,4785.558617111868,4075.417418519993,4552.62324435394,4214.819083075314,2223.0166906531376,5442.805534021485,4398.982606501604,3835.412982409656,6258.711691187498,1946.7533582404967,4967.58848020277,4131.5177286217695,4028.9762505898375,4471.004858866661
S00072,5048.643281721226,4113.718643433628,4813.673234519933,5674.058947728049,4133.025799032171,6023.630830940318,5001.043505471301,3631.357120076283,4031.456530560745,4456.985363516994,3265.4445393398205,3846.0895244358885,3350.0849642271264,4194.494565984876,5798.968349039394,3058.648016592171,4225.707040599666,3894.5626011477684,4484.730973080423,4264.9298075616025
S00073,4044.831834796272,4468.930103324577,4528.305403290595,5787.883174006126,4429.1762022359435,5050.691716798548,6002.598874004242,3488.686268845114,4389.705803294181,5232.139020719145,1746.0186350655458,5160.112284824873,3603.0856339507914,3481.283622288129,5599.809972967972,2152.2136996114205,5433.162106403848,3935.196803818301,4257.961526423741,4773.890938236576
S00074,5141.761644422231,4911.4927773626905,4169.943998578557,5051.462580128109,4956.95305520889,5720.729934417225,5514.871936340361,2077.190576327396,4174.941510803393,5105.012297998676,1822.7880818031963,4104.263182689389,3644.3380866345756,4522.222080970524,5003.606190881484,958.0544090859785,3853.965511452787,1503.7145624750501,5348.260877700678,5146.622802235006
S00075,4180.019192294128,3794.038982619872,4458.309819286741,4264.684271031757,4056.74224371987,5963.008781051735,5201.510900922981,3754.6217202405687,4249.570741918829,4044.0822948646464,2797.052652130655,4735.8580053549285,4467.87081622269,4199.720172925253,6289.035430022221,2945.8635909551654,4692.194043305869,2902.8839961053386,5692.71104042439,5454.059127583442
S00076,4942.171794984303,4417.541428380703,3283.924267323692,4743.824480289445,3877.266549390476,5818.736033262879,5042.72028643794,3123.9603090665987,4631.080676662131,3687.992278401882,2965.254570307426,4366.126437059064,3818.283647934217,4064.534431495992,5963.648197843709,591.6458520751291,5057.241071119692,3291.192086660275,3740.412927260313,5153.914730843481
S00077,4073.925558759921,4775.347833550668,4323.824602487081,5208.551851669692,5188.872627371179,6128.292442194253,5432.319399764665,3664.1929221413848,4186.44625235747,4248.045187521809,2979.1038634945553,5342.922916414789,5025.535574201221,4545.951057147935,5284.129835326684,2741.4749635890394,4442.126271598762,3803.0607009214036,3268.939014471354,4727.4699258635965
S00078,4723.959260272775,4797.505762775546,4069.211093298153,5402.955438741147,3486.56996459192,5587.360936624315,5448.062148209902,4358.879497984698,3358.15662126619,4353.788087193609,1615.171509389887,4569.600074486967,3880.531423492435,4063.094607661039,6247.858463968733,2017.0838756476962,5448.668053345636,2901.3547025501402,4514.7227435812265,4724.431582562535
S00079,5343.776749828102,4522.708912541855,4265.566877092195,3186.881214065197,5567.566653240268,6066.390696377559,5234.846392841112,4028.106085325063,5419.848613290239,4791.830842646945,2867.2580211222257,5668.2513775610305,4357.570074655164,4803.009788175698,5107.092296604006,2991.0838686745938,4711.558482567962,4493.305578410867,5057.9828713771085,5575.051521552358
S00080,4456.459759350101,4818.5987757370285,3840.423702681581,3955.0444245040353,4393.454734270333,5919.386847988029,4159.537876599063,4012.718747958906,3038.50731560469,3923.5629263837673,2219.7167912187174,5303.373981450425,4912.377926335627,4679.052804553923,5851.461364520353,2895.5822165905165,4935.186085214643,4766.466831453761,3962.784748399984,5533.8564339034765
